description_id,sentence,cluster,cluster_type,n_tokens
24,"J277/01: Computer systems 1 .1 Systems architecture 1.2 Memory and storage 1.3 Computer networks, connections and protocols 1.4 Network security 1.5 Systems software 1.6 Ethical, legal, cultural and environmental impacts of digital technology J277/02: Computational thinking, algorithms and programming 2.1 Algorithms 2.2 Programming fundamentals 2.3 Producing robust programs 2.4 Boolean logic 2.5 Programming languages and Integrated Development Environments Career Links Year 10 Careers –",4,content,72
24,"Career pathways in Network Roles, Teacher Roles, Web Design Developer, Games Designer Developer, Data Analyst, Cyber Security Analyst/Consultant, Information Systems Managers, Database Administrator, Technical Writer, Data Scientist, Software Tester, Software Engineer and programmer.",2,motivation,47
24,"Employability skills – analyse and critically evaluate information, effective communicators, team work, Proficiency with programming languages, Mathematical skill ,Problem-solving capability, Communication skills and Writing skills Year 11 Careers –",14,transferrable,37
24,"Career pathways in Network Roles, Teacher Roles, Web Design Developer, Games Designer Developer, Data Analyst, Cyber Security Analyst/Consultant, Information Systems Managers, Database Administrator, Technical Writer, Data Scientist, Software Tester, Software Engineer and programmer.",2,motivation,47
24,"Employability skills – analyse and critically evaluate information, effective communicators, team work, Proficiency with programming languages, Mathematical skill ,Problem-solving capability, Communication skills and Writing skills.",14,transferrable,34
24,How will I be assessed?,9,logistics,6
24,J277/01: Computer systems Written paper: 1 hour and 30 minutes 50% of total GCSE 80 marks This is a non-calculator paper All questions are mandatory,10,logistics,29
24,"This paper consists of multiple choice questions Short response questions and extended response questions J277/02: Computational thinking, algorithms and programming Written paper: 1 hour and 30 minutes 50% of total GCSE 80 marks This is a non-calculator paper",7,logistics,45
24,This paper has two sections: Section A and Section B. Students must answer both sections,12,logistics,16
24,All questions are mandatory,12,logistics,4
24,"In Section B, questions assessing students’ ability to write or refine algorithms must be answered using either the OCR Exam Reference Language or the high-level programming language they are familiar with Which examination board am I following?",10,logistics,42
24,Exam Board: www.ocr.org.uk/gcsecomputerscience Specification: https: //ocr.org.uk/qualifications/gcse/computer-science-j277-from-2020/ Website: www.ocr.org.uk/gcsecomputerscience Which websites should I use to support my learning?,1,motivation,22
24,https: //www.learnpython.org/ https:,12,logistics,6
24,//www.bbc.co.uk/bitesize/examspecs/zmtchbk https: //sites.google.com/horburycomputing.co.uk/gcse-computing/home,1,motivation,4
25,The incredible developments in computer technology over recent years have led to an explosion of computer usage by businesses and home users.,18,motivation,23
25,We live in an increasingly digital world where the use of computers is inescapable.,18,motivation,15
25,Computer Science aims to give those who study it a deep understanding of how computer systems work.,22,motivation,18
25,"It empowers students to be creators of applications, rather than passive consumers of technology.",17,motivation,16
25,Grades Available 1 - 9 Outline of the Course 1.,12,logistics,11
25,Fundamentals of algorithms:,6,content,4
25,how computers search and sort data.,5,content,7
25,2. Programming:,8,content,4
25,Writing computer code to follow planned algorithms.,6,content,8
25,3. Fundamentals of data representation:,5,content,7
25,"How all data (text, images and sound) can be represented by binary code.",5,content,17
25,4. Computer systems:,4,content,5
25,The hardware and software components that make a computer.,4,content,10
25,5. Fundamentals of computer networks.,3,content,7
25,6. Fundamentals of cyber security.,3,content,7
25,7. Relational databases and structured query language.,5,content,9
25,"8. Ethical, legal and environmental impacts of digital technology on wider society.",19,motivation,15
25,Examinations and Assessment Paper 1: Computational thinking and programming skills (2 hour paper-based examination).,7,logistics,20
25,"This component is worth 50% of the final GCSE grade and assesses code tracing, problem solving, programming concepts and algorithm design as well as theoretical knowledge of computer science from subject content 1 and 2 above.",1,motivation,40
25,Paper 2: Computing Concepts (1 hour and 45 minute paper-based examination).,7,logistics,17
25,The second paper is also worth 50% of the final grade and assesses theoretical content from subject content 3-8 above.,10,logistics,24
25,Further Study Computer Science GCSE supports further study in Computer Science A-Level or vocational equivalents.,1,motivation,18
25,"Students can then progress to courses at university such as systems engineering, software engineering and artificial intelligence.",21,content,19
25,Career prospects in the computing industry are wide ranging.,17,motivation,10
25,"Other than for those who aspire to work in the computer industry, there are many others who may choose Computer Science.",23,motivation,23
25,"Study of the subject supports progress in Science, Technology, Engineering and Mathematics.",14,transferrable,15
25,"It develops transferable skills, particularly logical thinking and problem solving.",14,transferrable,12
26,Computer Science GCSE Course Outline Employees with Computer Science based skills are highly sought after in industry and are in short supply.,1,motivation,23
26,There are many ways of accessing technical careers including apprenticeships and more traditional academic routes.,2,motivation,16
26,A level Computer Science will stretch your programming abilities and enhance your computational thinking skills in conjunction with building up a deeper understanding of the underlying concepts.,22,motivation,28
26,YOU WILL DO WELL ON THIS COURSE IF...,12,logistics,9
26,You enjoy solving puzzles and are an independent thinker who is capable of working as an individual or as part of a team.,15,transferrable,24
26,You should also have an enquiring mind combined with good English and you must be predicted to achieve at least Level 5 in Maths.,12,logistics,25
26,HOW IS THE COURSE ASSESSED?,9,logistics,6
26,Unit 1 - Computer Systems - 100% Examination - Two 90 minute written paper examining students’ knowledge of computer systems.,4,content,23
26,Unit 1 –Computer Systems –,4,content,6
26,"The paper includes short and long answer questions covering the physical elements of computer science such as computer hardware, wired and wireless networks, system security and software.",4,content,30
26,"The paper also covers the social, legal and environmental effects of computer systems.",3,content,15
26,"Unit 2 - Computational thinking, algorithms and programming - 50%. - A 90 minute exam testing students’ knowledge of program design and creation.",7,logistics,28
26,"The paper covers data representation in computer systems, logical problem solving and high and low level programming.",6,content,19
26,"The course provides students with a real, in-depth understanding of how computer technology works.",16,content,18
26,Students will no doubt be familiar with the use of computers and other related technology from their Computer Science lessons and elsewhere.,22,motivation,23
26,"However, the course will give them an insight into what goes on ‘behind the scenes’.",12,logistics,19
26,"There is an emphasis on computer programming using the Python programming language, and computational thinking which will equip students with the necessary skills required to succeed in many other areas.",21,content,32
26,"These skills include independent learning, problem solving and the ability to think creatively, innovatively and logically to design and program solutions to real-world problems.",14,transferrable,29
26,"Students will investigate the components that make up digital systems and how they communicate with one another and with other systems, they will also develop an understanding of the impacts of digital technology to the individual and to wider society.",18,motivation,42
27,"This course encourages learners to:  understand and apply the fundamental principles and concepts of Computer Science, including abstraction, decomposition, logic, algorithms and data representation  analyse problems in computational terms through practical experience of solving such problems, including designing, writing and debugging programs  think creatively, innovatively, analytically, logically and critically  understand the components that make up digital systems, and how they communicate with one another and with other systems  understand the impacts of digital technology to the individual and to wider society  apply mathematical skills relevant to Computer Science.",21,content,106
27,Overview: Unit 1 Computer Systems,4,content,6
27,"This component will introduce learners to the Central Processing Unit (CPU), computer memory and storage, wired and wireless networks, network topologies, system security and system software.",4,content,33
27,"It is expected that learners will become familiar with the impact of Computer Science in a global context through the study of the ethical, legal, cultural and environmental concerns associated with Computer Science.",16,content,36
27,"Unit 2 Computational Thinking, Algorithms and Programming",7,logistics,8
27,"This component incorporates and builds on the knowledge and understanding gained in unit 1, encouraging learners to apply this knowledge and understanding using computational thinking.",7,logistics,27
27,"Learners will be introduced to algorithms and programming, learning about programming techniques, how to produce robust programs, computational logic, translators and facilities of computing languages and data representation.",8,content,33
27,Learners will become familiar with computing related mathematics.,21,content,9
27,"Assessment: Unit 1 - 50% of GCSE, Exam in Year 11, 80 marks, 1.5 hours Unit 2 - 50% of GCSE, Exam in Year 11, 80 marks, 1.5 hours",10,logistics,38
27,Why choose this subject?,0,motivation,5
27,It gives an excellent opportunity to investigate how computers work and how they are used ,16,content,16
27,It enables you to develop your critical thinking and problem-solving skills which can be transferred to everyday life ,15,transferrable,22
27,It will give you a real advantage in today’s technology driven world.,17,motivation,14
27,You will make the leap from using other people’s software to being able to design and create your own.,14,transferrable,21
27,What can you do next with this subject?,0,motivation,9
27," A level Computing  Excellent preparation if you want to study or work in areas that rely on the skills you’ll develop, especially when they are applied to technical problems.",23,motivation,34
27,"These areas include engineering, financial and resource management, science and medicine  Popular jobs for computer scientists: computer programmer, software developer, network engineer, web developer, database administrator, systems analyst etc.",2,motivation,39
28,"The Computer Science GCSE course is only available as part of the STEM package (which also includes triple science, a humanity and a language).",1,motivation,28
28,"Our GCSE in Computer Science is engaging and practical, encouraging creativity and problem solving.",1,motivation,16
28,It encourages students to develop their understanding and application of the core concepts in computer science.,22,motivation,17
28,The world depends on computers.,18,motivation,6
28,"In this GCSE you will learn how computers work, the networks they use and how programming can create solutions to everyday problems and future challenges.",1,motivation,28
28,Computer Science combined with other subjects can open up a whole world of opportunities.,17,motivation,15
28,"Key Features 1. Component 01: Computer systems introduces students to the central processing unit (CPU), computer memory and storage, data representation, wired and wireless networks, network topologies, system security and system software.",4,content,42
28,"It also looks at ethical, legal, cultural and environmental concerns associated with computer science.",16,content,17
28,"2. Component 2: Computational thinking, algorithms and programming Students apply knowledge and understanding gained in component 01.",7,logistics,21
28,"They develop skills and understanding in computational thinking: algorithms, programming techniques, producing robust programs, computational logic and translators.",8,content,23
28,"3. Practical programming: Students are to be given the opportunity to undertake a programming task during their course of study which allows them to develop their skills to design, write, test and refine programs using a high-level programming language e.g.",20,content,46
28,"Assessment  Computer systems written exam 80 marks (1.5 hours, 50% weighting)  Computational thinking, algorithms and programming written exam 80 Marks (1.5 hours, 50% weighting)  Practical programming Progression Students at BHS beginning a GCSE (9–1) in Computer Science course have followed a Key Stage 3 programme of study and no additional subject knowledge is required.",7,logistics,69
28,"Having a computing qualification will provide you with the knowledge, problem-solving skills and logical thinking capabilities that serve as a competitive advantage in your career.",23,motivation,29
28,"Every industry uses computers, meaning computer scientists are important to every sector.",17,motivation,14
28,This is a qualification that enables students to progress to A Level Computer Science or ICT qualifications.,23,motivation,18
28,For more information please contact –,15,transferrable,6
29,"This carefully planned course gives students a real, in-depth understanding of how computer technology works.",16,content,19
29,"It offers an insight into what goes on ‘behind the scenes’, including computer programming, which many students find absorbing.",16,content,24
29,"Through this qualification, students will develop their understanding of current and emerging technologies and how they work, look at the use of algorithms in computer programs, become independent and discerning users of IT, acquire and apply creative and technical skills, knowledge and understanding of IT in a range of contexts, develop computer programs to solve problems, evaluate the effectiveness of computer programs / solutions and the impact of computer technology in society.",21,content,80
29,"The aims and objectives of this qualification are to enable students to: Understand and apply the fundamental principles and concepts of computer science, including abstraction, decomposition, logic, algorithms, and data representation",5,content,37
29,"Analyse problems in computational terms through practical experience of solving such problems, including designing, writing and debugging programs",8,content,20
29,"Think creatively, innovatively, analytically, logically and critically Understand the components that make up digital systems, and how they communicate with one another and with other systems",4,content,30
29,Understand the impacts of digital technology to the individual and to wider society Apply mathematical skills relevant to computer science.,21,content,21
29,Awarding Body Edexcel https: //qualifications.pearson.com/en/qualifications/edexcel-gcses/computer-science-2016.html,1,motivation,6
29,Assessment Assessment will consist of two externally-examined papers and a non-examined assessment component.,9,logistics,16
29,Students must complete the non-examined component in March and all external assessments in May/June in any single year.,9,logistics,21
29,Component 1 Principles of Computer Science Written examination 1hr 40 mins 40% Component 2 Application of Computational Thinking Written examination 2 hrs 40% Component 3 Computer Science Project Controlled Assessment 20 hrs 20% Topics covered Problem Solving Programming Data Computer hardware and software Communications and Networks The Internet and the Bigger Picture Recommended revision guides / course resources Revise Edexcel GCSE 9-1 Computer Science Revision Guide by Pearson Education,7,logistics,75
29,Online resources www.python.org www.bbc.co.uk/schools/gcsebitesize/ict/,21,content,4
30,To provide you with an in-depth understanding of how computer technology works and a look at what goes on behind the scenes. •,16,content,26
30,"The course will help you learn about critical thinking, analysis and problem solving. •",14,transferrable,16
30,Computer systems and theory of Computer Science. •,5,content,9
30,Systems development in a suitable programming language.,8,content,8
30,What makes GCSE Computer Science a good choice for you?,1,motivation,11
30,Enjoy being challenged?,15,transferrable,4
30,Like pushing yourself to learn new things?,15,transferrable,8
30,Enjoy difficult tasks?,15,transferrable,4
30,Enjoy Maths and science?,14,transferrable,5
30,"Computer science offers you the opportunities to do all these and gain an understanding of the way computers work, create and review computer programs for real life purposes based on your own interests.",22,motivation,35
30,"It encourages you to create your own applications and other systems, rather than simply use those designed by others.",23,motivation,21
30,Every wonder how a computer actually works?,3,content,8
30,Well doing this course will help you start to understand how.,12,logistics,12
30,Where will it take me?,0,motivation,6
30,This is an excellent course to lead into Computing A-level and University.,21,content,15
30,This is also an excellent qualification to help you move into any technical/problem solving area at many levels.,23,motivation,21
30,"These areas include engineering, science, medicine, financial and resource management etc.",2,motivation,15
30,What will I learn?,0,motivation,5
30,Computer Science requires you to demonstrate the ability to: •,22,motivation,11
30,"Think creatively, innovatively, analytically, algorithmically, logically and critically. •",13,transferrable,14
30,Show that you can follow a brief to meet requirements. •,12,logistics,12
30,"Use computational thinking to design, create and develop your own programming solution to a problem. •",8,content,18
30,"Use abstraction to model, decompose and generalise. •",6,content,10
30,Detect errors in computer programs and correct them. •,8,content,10
30,"Manipulate data, sequence instructions, test designs and explore ideas. •",8,content,13
30,"Adopt safe, secure and responsible practice when using computers.",3,content,11
30,Evaluate and improve systems you create as well as those of others.,14,transferrable,13
30,How will I learn?,0,motivation,5
30,"You will have lessons where you will program using Python, combined with theory / research lessons.",21,content,18
30,Lessons will be both hands-on and also paper based.,12,logistics,12
30,"Lessons will be varied with frequent peer and self-assessment, retrieval practice and low-stakes testing.",12,logistics,20
30,"You will need to be able to learn, retain and recall keywords for the subject.",12,logistics,17
30,What Homework can I expect?,12,logistics,6
30,To develop examination techniques homework will be set frequently to cover the examined unit.,9,logistics,15
30,"As well as paper-based and online programming challenges, if you don’t have internet at home you can use classrooms afterschool.",21,content,25
30,A good understanding of Maths is beneficial.,14,transferrable,8
30,Good resilience and staying power required.,15,transferrable,7
30,Currently there are two parts to the course:,12,logistics,9
30,There will be a 1.5hour paper based exam worth 50% of the qualification and a 2 hour onscreen examination where you will use a computer to complete Python programs.,20,content,32
30,For more information please see: https: //qualifications.pearson.com/content/dam/pdf/GCSE/Computer%20 Science/2020/specification-and-sample-assessments/GCSE_L1_L2_Computer_,10,logistics,10
31,OCR GCSE Computing OCR GCSE Computing takes students a long way into understanding how to solve problems by using computers.,1,motivation,21
31,At the heart is the understanding of algorithms and how to write computer programs based on well planned algorithms.,6,content,20
31,OCR GCSE is divided into 3 units:,1,motivation,8
31,Unit A451: Computer systems and programming 40% of the overall GCSE grade.This unit covers the knowledge that underpins the specification.,1,motivation,23
31,It includes the basic principles behind computer science and some important practical aspects.,5,content,14
31,Fundamentals of computer systems,4,content,4
31,This topic introduces computer systems and provides a foundation for the remaining topics in this unit.,4,content,17
31,Students will learn that the term ëComputer Systemí does not just mean the desktop at home but can include any system controlled or including a processor.,4,content,27
31,Computing hardware Students will be able to define the term hardware and have an understanding of many different types and how they operate.,16,content,24
31,Software Students will be able to define the term software and have an understanding of the types and how they interact with the user and hardware.,16,content,27
31,Representation of data in computer systems Students will understand how data is stored on a computer system and the different ways they can be represented.,5,content,26
31,"Databases Students will be able to understand, operate and create databases.",5,content,13
31,Computer communications and networking Students will learn about the setup and structure of networks and the Internet.,3,content,18
31,Programming Students will gain an understanding of how programming languages operate.,21,content,12
31,Unit A452: Practical Investigation is worth 30% of the overall GCSE grade.,10,logistics,15
31,This is a controlled assessment that involves the students carrying out a practical investigation.,9,logistics,15
31,This unit is designed to provide candidates with an opportunity to carry out a practical investigation into a computing issue and engage them with computing in the real world.,16,content,30
31,The unit deliberately extends the candidateís work beyond the topics in Unit A451 in order to provide a stimulating experience.,12,logistics,21
31,Candidates will be expected to produce a report which will then be assessed under the four headings:,9,logistics,18
31,"Effectiveness and efficiency of the solution Technical understanding Testing, evaluation, judgements and conclusions Unit A453:",9,logistics,18
31,Programming project is worth 30% of the overall GCSE grade.,1,motivation,12
31,This unit will require the student to solve a specific problem by writing program code in the python programming language.,20,content,21
31,"Programming tasks set by OCR that enable candidates to design, develop and test a solution to a problem.",10,logistics,20
31,OCR will issue a range of practical assessment tasks each consisting of up to three sub-tasks.,10,logistics,17
31,Students will need to create suitable algorithms which will provide a solution to the stated problem then code their solutions in a suitable programming language.,20,content,26
31,The solutions must be tested at each stage to ensure they solve the stated problem using a suitable test plan with appropriate test data.,9,logistics,25
31,The code must be suitably annotated to describe the process.,8,content,11
31,"Test results should be annotated to show how these relate to the code, the test plan and the original problem.",9,logistics,22
31,Students will need to provide an evaluation of their solution based on the test evidence.,9,logistics,16
32,Why study Computer Science?,22,motivation,5
32,This is a course that has real relevance in our modern world.,12,logistics,13
32,"Whilst you will no doubt already have some knowledge of computers and related areas, the course will give you an in-depth understanding of how computer technology works and a look at what goes on ‘behind the scenes’.",16,content,43
32,"As part of this, you will investigate computer programming, which many find interesting.",21,content,16
32,Information technologies continue to have a growing importance.,19,motivation,9
32,This means there will be a bigger demand for professionals who are qualified in this area.,2,motivation,17
32,"If you want to go on to higher study and employment in the field of Computer Science, you will find that this course provides a superb stepping stone.",21,content,30
32,The course will cover,12,logistics,4
32,You will learn about the fundamentals of computers including hardware and software.,16,content,13
32,You will develop your understanding of current and emerging technologies.,19,motivation,11
32,"For the practical elements of the course, you will learn technical skills, programming (Python) and gain an understanding of the use of algorithms in computer programs.",21,content,31
32,The aim will be that you can then solve problems using programming and develop computer programs.,21,content,17
32,This course has a high maths content.,14,transferrable,8
33,GCSE Computer Science is an academically challenging course which suits students who enjoy science and have good mathematical ability.,1,motivation,20
33,"Students completing this course will be equipped with the logical and computational skills necessary to succeed at A Level (or equivalent), the workplace or beyond.",21,content,29
33,This is a course that has real relevance in our modern world.,12,logistics,13
33,"While students will no doubt already have some knowledge of computers and related areas, the course will give them an in-depth understanding of how computer technology works and a look at what goes on ‘behind the scenes’.",16,content,43
33,"As part of this, they will investigate computer programming, which many students find interesting.",21,content,17
33,"Through this study of computer programming, the course will help students develop critical thinking, analysis and problem-solving skills.",21,content,23
33,"For many, it will be a fun and interesting way to develop these skills, which can be transferred to other subjects and even applied in day-to-day life.",14,transferrable,34
33,"In this way, the course will stimulate interest and engagement with technology and technology-related careers.",23,motivation,19
34,Why study Creative iMedia?,11,motivation,5
34,"Digital Created Content has taken over the world by storm; we see them daily, and it’s all around us.",19,motivation,23
34,"Website, movies, adverts and mobile apps affect our daily lives.",19,motivation,13
34,Learning how they are created and why we create them has become an essential part of the digital future.,19,motivation,20
34,Studying Creative iMedia introduces you to just that and beyond!,11,motivation,11
34,What is Creative iMedia about?,11,motivation,6
34,Creative iMedia is a media-focused hands-on course with IT at its heart.,11,motivation,16
34,"The course provides knowledge in a number of key areas in this field from pre-production skills to digital production (animation, photography, film, television, web development, and animation).",14,transferrable,35
34,The Creative iMedia course introduces you to how the media and entertainment industry works.,11,motivation,15
34,Topics include learning how to create professional projects from scratch to understanding the law and rules surrounding digital media.,14,transferrable,20
34,What pathways does this subject open up after Year 11?,12,logistics,11
34,The skills and programs you’ll be taught in this course are industrial standard.,12,logistics,15
34,This will give you an advantage over other courses if you are interested in taking this as a career.,14,transferrable,20
34,Creative IMedia is aimed at students whom are interested in entertainment and media industry.,11,motivation,15
34,"These include: Writers and Authors, Multimedia Artists and Animators, Art Directors, Photographers, and Graphic Designers.",2,motivation,21
34,How will you be assessed?,9,logistics,6
34,"Over the 2 years, you are required to complete: 3 Controlled Assessment Modules (collectively 75% of the grade) 1 Written Exam (25% of the grade)",10,logistics,33
34,Who is the contact in school for more information?,15,transferrable,10
34,Mr M Cubitt – Head of ICT (mcubitt@bungayhigh.co.uk),17,motivation,9
35,What is included in the course?,12,logistics,7
35,The subject content is divided into six topics:,12,logistics,9
35,"1. Problem solving - Students will develop their computational thinking skills which will enable them to understand how computer systems work, and design and create algorithms to solve problems 2.",21,content,33
35,"Programming - Students will become competent at designing, reading, writing and debugging computer programs and be given lots of opportunities to develop and practise their programming skills throughout the course 3.",21,content,34
35,"This topic covers binary representation of data, data compression, encryption and data storage in databases 4.",5,content,19
35,This is concerned with the hardware and software components of a computer system 5.,4,content,15
35,"Communication and the Internet - This topic is about networks, network and cyber- security and the Internet and WWW How will I be assessed?",3,content,27
35,"Instead of having just one written paper covering all six topics, this new course has two papers - one focusing on principles of computer science and the other on computational thinking - each has a 40% weighting.",7,logistics,40
35,"The other 20% is made up of one substantial project, in which students must analyse a problem and design, implement, test, refine and evaluate a solution.",9,logistics,32
35,This Non- Examined Assessment (NEA) will take 20 hours to complete.,10,logistics,15
35,This will be undertaken in Term 1 of Year 11.,12,logistics,11
35,What grades are available?,12,logistics,5
35,"This is a Level 2 course in which you will work towards one GCSE, grades 1-9.",12,logistics,20
35,"Possible next steps Further Study - This course would be a good preparation for students wanting to study Computing at Post 16, it would be a good pathway on to the A Level.",23,motivation,35
35,A minimum target grade of 5 in Maths •,12,logistics,9
35,A minimum score of 60% on your CDM exam,10,logistics,10
35,"If a student does not meet this criteria, but wishes to study Computing at Key Stage 4, please contact Mr Mallinson to discuss further.",23,motivation,27
35,Analytical skills- Being a computer science major involves identifying a problem and coming up with a technological solution to address it •,22,motivation,23
35,Problem-solving skills •,14,transferrable,5
35,Critical-thinking skills •,15,transferrable,5
35,Resilience Career Opportunities •,2,motivation,4
35,Information systems manager •,2,motivation,4
36,What will I learn?,0,motivation,5
36,The elements of the course are:,12,logistics,7
36,1. Systems architecture 2. Memory and storage,4,content,9
36,"Computer networks, connections & protocols 4.",3,content,8
36,"Ethical, legal, cultural & environmental impacts of digital technology 7.",19,motivation,13
36,Algorithms 8. Programming fundamentals 9.,6,content,7
36,Boolean logic 11.,6,content,4
36,Programming languages & Integrated Development Environments,8,content,6
36,"The course is a mixture of theory (so students understand the enduring principles, relevant mathematical skills and abstract concepts of Computer Science) and computational thinking and practice (so students learn how to solve problems, write efficient code and build working systems).",21,content,48
36,It provides opportunities for students to explore the wider societal and ethical issues associated with Computer Science and to develop as responsible practitioners.,16,content,24
36,What about exams?,9,logistics,4
36,"As with all GCSE qualifications, the external assessment is by formal, end of course examination.",9,logistics,18
36,"There are two written exam papers, or Components, in this subject, each lasting 90 minutes.",10,logistics,19
36,"Component 01: Computer systems Introduces students to the central processing unit (CPU), computer memory and storage, data representation, wired and wireless networks, network topologies, system security and system software.",4,content,38
36,"It also looks at ethical, legal, cultural and environmental concerns associated with computer science.",16,content,17
36,"Component 02: Computational thinking, algorithms and programming, asks that students apply knowledge and understanding gained in component 01.",7,logistics,22
36,"They develop skills and understanding in computational thinking: algorithms, programming techniques, producing robust programs, computational logic and translators.",8,content,23
36,What’s the difference between Computer Science and IT?,22,motivation,10
36,"IT and Computer Science are two distinct subjects, with different aims and objectives.",22,motivation,15
36,"You need to decide whether you want to be better at using the computers to achieve a specific design or communication task, in which case you would be better suited to IT, or better at the technical elements of computer function and control, in which case this is the course for you.",23,motivation,56
36,Do I need a computer at home?,18,motivation,8
36,No – but you will need to be prepared to put in an equal amount of time outside lessons as in class to make sure you understand the theory and can apply it in practice.,12,logistics,36
36,Coursework notes are kept in your own exercise book and on a number of online classroom environments so you can refer to your experiences throughout your studies to help you learn what you need.,12,logistics,35
36,Can I go on to A Level?,15,transferrable,8
36,Yes – this course leads directly into the A Level,12,logistics,10
37,Computer Science is all about learning what happens inside computer systems.,22,motivation,12
37,"Students will learn about the components that make up a computer system, how to break problems down into manageable chunks, to problem solve, to think creatively and innovatively, and program a computer system.",16,content,38
37,"Students will acquire the skills to design, write and test computer programmes using Python and other programming languages, as well as look at the development of computer technology and the effects it has had on the world around us.",21,content,42
37,"In Year 9, students learn the fundamental concepts of computer coding using Python.",21,content,15
37,Students complete different assignments that build their programming skills and understanding.,20,content,12
37,"Students also use pseudocode and flow diagrams to solve problems, enter local competitions for complex scratch gaming and learn to program robots.",20,content,24
37,In Years 10 and 11 students’ programming skills are further developed and they also cover the theory behind computing for the 2 examinations.,21,content,25
37,Skills and knowledge you will need Computing is a more specialist course than ICT and students must have the ability to think logically and have a good knowledge of mathematics.,23,motivation,31
37,This course would suit students who are targeted at least a pathway 6 in Mathematics at GCSE.,12,logistics,18
37,Assessment Unit 1 Computer Systems: 50% of the marks (written paper).,4,content,16
37,"Covers theory on topics including: hardware, software, networks, system security, communication and ethics in computing.",4,content,21
37,Unit 2 Computational Thinking:,7,logistics,5
37,50% of the marks (written paper).,10,logistics,10
37,"Covers programming concepts such as variables, data types, arrays, file handling, sub programs, testing, translators, binary, hexadecimal and compression.",8,content,28
37,Progression Students who enjoy Computing at GCSE can progress to study A Level or other Level 3 Computing courses.,1,motivation,20
37,At university there is a wide range of computer based degrees with options to specialise in areas of particular interest.,17,motivation,21
37,There is a serious skills shortage in the UK and globally of people who can write computer code.,17,motivation,19
37,There are a wide variety of lucrative careers involving computing for those with a passion for the subject and a willingness to keep learning.,17,motivation,25
37,"In fact, the growth and evolution of new technologies means in the future there will be lots of jobs that require computing skills that we have not even thought about yet!",17,motivation,33
37,Computing is a subject that could awaken a passion that could lead anywhere and last a lifetime.,18,motivation,18
37,Specification Awarding Body and Specification OCR Computing GCSE — Code J277,1,motivation,11
38,THE GENERAL AIMS OF THE COURSE: This GCSE encourages you to explore how computers work and communicate.,1,motivation,19
38,"You will carry out practical tasks that will develop your imaginative, innovative thinking, creativity and independence.",11,motivation,19
38,"You will also develop the skills of design and evaluation, and how to test and problem-solve when errors occur.",14,transferrable,23
38,"You will learn how to create games, apps and systems, rather than using programmes designed by others.",14,transferrable,20
38,WHY CHOOSE GCSE COMPUTER SCIENCE,1,motivation,5
38,Try to imagine a world without computers.,18,motivation,8
38,"There would be no PCs or laptops, no using the web, no mobile phones or digital cameras, because these are computers at heart.",18,motivation,27
38,Computer science teaches you how to use computers to make the world work as it does.,22,motivation,17
38,Computing is of enormous importance to the economy.,18,motivation,9
38,The growth in the use of mobile devices and web-related technologies has led to jobs in these industries and a shortage of skills.,17,motivation,25
38,This qualification will give you an understanding of key computing concepts and programming.,21,content,14
38,"Computer science is also about people, solving puzzles, creativity, changing the future and, most of all, having fun.",22,motivation,24
38,What could the GCSE lead to?,1,motivation,7
38,"SPECIFICATION AT A GLANCE  Computer systems and computer hardware, you will be able to make decisions about hardware, software, storage, memory.",4,content,27
38, Computer networking and how the Internet and other communication networks work.,3,content,13
38," Using algorithms i.e. telling the computer, step by step, exactly what you want it to do.",6,content,20
38," Understanding of and use of programming, you will learn a programming language.",21,content,15
38, Understanding current technologies and the trends towards the future of computing.,18,motivation,13
38,"The digital age, understanding the legal, social, economic, ethical and environmental issues that arise in this digital age.",19,motivation,23
38," Database concepts, learning about searching data using query methods such as SQL.",5,content,15
38,How you can connect to databases from other applications and web based apps.,5,content,14
38,The use of computer technology in society today.,18,motivation,9
38,"COMPUTER SCIENCE 22 GCSE Computer Science gives a thorough grounding in computing and will create opportunities for you to move on to A- levels, vocational courses, industry recognised IT qualifications.",1,motivation,34
38,You can also find employment as you will have computing skills that are needed in the workplace.,17,motivation,18
38,"GCSE Computer Science also supports progress in other areas such as technology, science, engineering and the creative industries.",1,motivation,21
38,If you choose not to study Computer Science at a higher level than GCSE the course will still benefit you because so many jobs in the current climate involve using the skills you will learn over the course.,1,motivation,39
38,Paper Mode of Assessment Paper 1 –,10,logistics,7
38,"Computer Systems Questions to test knowledge and understanding of the central processing unit (CPU), computer memory and storage, wired and wireless networks, network topologies, system security and system software.",4,content,36
38,"It also looks at ethical, legal, cultural and environmental concerns associated with computer science.",16,content,17
38,Written exam: 1 hour 30 minutes 80 marks 40% of GCSE Paper 2 –,10,logistics,16
38,"Written assessment Questions to test skills and understanding in computational thinking: algorithms, programming techniques, producing robust programs, computational logic, translators and data representation.",7,logistics,29
38,The skills and knowledge developed within this component will support the learner when completing the component 03 programming project.,14,transferrable,20
38,Written exam set in practically based scenarios: 1 hour 30 minutes 80 marks 40% of GCSE Unit 3: Non Exam Assessment,10,logistics,24
38,The non-exam assessment (NEA) assesses a student's ability to use the knowledge and skills gained through the course to solve a practical programming problem.,9,logistics,28
38,Students will be expected to follow a systematic approach to problem solving.,12,logistics,13
38,Controlled Assessment 20 hours 20% of the marks,10,logistics,9
38,What kind of student is suitable for the course?,12,logistics,10
38,Students must have an interest computing and be prepared for learn programming techniques.,21,content,14
