description_id,sentence,cluster,cluster_type,n_tokens
22,"GCSE Geography Exam Board: Edexcel (B) Grade: 9-1 Students of GCSE Geography enter the world beyond school as socially and environmentally responsible young people, open-minded and able to think creatively and critically.",3,logistics,42
22,"This subject is a full GCSE and would most suit a student who has a strong interest in the World in which they live, who enjoys both scientific style investigations and writing about different scenarios and perspectives.",17,motivation,39
22,Paper 1: Global Geographical Issues (37.5% of GCSE) 1 hour 30 minutes – 94 marks •,15,logistics,20
22,Topic 1: Hazardous Earth •,1,content,6
22,Topic 2: Development Dynamics •,13,content,6
22,Topic 3: Challenges of an urbanising world Paper 2: UK Geographical Issues (37.5% of GCSE) 1 hour 30 minutes – 94 marks •,5,content,28
22,Topic 4: UK physical landscape (Coasts/rivers) •,0,content,12
22,Topic 5: UK human landscape •,0,content,7
22,Topic 6: Geographical investigation (human and physical fieldwork) Paper 3: People and Environmental Issues (25% of GCSE) 1 hour 30 minutes – 64 marks (1 topic only) •,7,motivation,37
22,Topic 7: People and the biosphere or •,13,content,9
22,Topic 8: Forests under threat or •,13,content,8
22,Topic 9: Consuming energy resources Preparing for success in Geography,13,content,11
22,"To successfully study this subject, you will need to practice a variety of skills including the use of GIS computer software and maps/images/graphs to extract information.",7,motivation,32
22,"With hard work and dedication, students will become worldlier whilst achieving a high grade in a valuable GCSE subject.",2,logistics,21
22,"Through studying Geography, pupils will have an opportunity to go on multiple field trips and study outside the classroom as part of their fieldwork, which are compulsory - Herne Bay and London.",10,content,35
22,"Future Pathways This GCSE can lead on to becoming an Engineer, Architect, Town Planner (Council), Teacher, Conservationist, Police Officer, Photographer, Journalist, TV, film & media",7,motivation,36
23,"In an ever-changing world, it is important for students to have an understanding of the places they inhabit, the processes that cause change and the impact this has on different groups of people.",10,content,38
23,"Geography teaches highly sought after skills in problem-solving, managing delicate situations and data analysis.",7,motivation,18
23,"At GCSE, Geography aims to cover these issues.",3,logistics,10
23,"By looking at both Human and Physical Geography, the course intends to give students a breadth and depth of understanding of the world they live in.",7,motivation,28
23,Students will expect to develop a range of skills by studying Geography such as:,7,motivation,15
23,Understanding the challenges of living in a built environment.,6,content,10
23,Being able to explain what conflicts happen within our cities.,10,content,11
23,Understanding what the future of urban living will look like.,5,content,11
23,Understand Physical Geography and the impact people have on the environment.,7,motivation,12
23,Understand why certain weathers occur in certain places.,13,content,9
23,Understanding how can we manage extreme weather.,1,content,8
23,Understand Uneven Development and Sustainable Environments.,14,content,7
23,Be able to say why so many companies are outsourcing to India and China.,8,content,15
23,To be able to explain what sustainable means.,14,content,9
23,Understand whether the trade will aid or solve the problem of poverty?,8,content,13
24,Year 10 Careers –,18,logistics,4
24,"Sustainability officer, geologist, oil industry, aid worker, project officer, charity worker, politician, public servant, volcanologist, meteorologist, researcher, flood protection officer, hydrologist, researcher, climatologist, urban planner, environmental manager.",7,motivation,44
24,Equips students to appreciate the role of sustainability in industry and future challenges which businesses will need to adapt to e.g. climate change.,14,content,24
24,Year 11: Careers –,18,logistics,5
24,"Aid worker, public servant, politician charity worker, project officer, researcher, environmental manager, urban planner, climatologist, Employability links –",7,motivation,26
24,"Equips students to understand the interdependence between different stakeholders, systems, processes, and places to support decision making.",10,content,21
24,What will I be studying?,17,motivation,6
24,Paper 1 – Living with the Physical Environment Section A –,6,content,11
24,"Natural Hazards – Tectonic Hazards, Weather Hazards and Climate Change Section B –",1,content,14
24,The Living World –,11,transferable,4
24,"Biomes and ecosystems, Tropical Rainforests and Hot Deserts Section C –",13,content,12
24,UK’s Physical Landscapes –,0,content,5
24,River and Coasts Paper 2 – Challenges of the Human Environment Section A –,6,content,14
24,Examples of cities in LIC/NEEs –,5,content,8
24,Rio de Janeiro and Example of a UK city –,5,content,10
24,Manchester Section B –,9,motivation,4
24,The Changing Economic World –,8,content,5
24,"The Development Gap, UK’s economy and a case study of a NEE country –",8,content,16
24,"Section C – Resource Management – Overall Food, Water and Energy Management and Water Resource Management Paper 3 – Geographical Applications –",4,content,23
24,Fieldwork based around Hornsea and Salford and Issue Evaluation based around a pre-release by the exam board in March of the exam series year.,16,logistics,25
24,How will I be assessed?,2,logistics,6
24,All units of work have exam question practice running through the schemes of work giving students exposure all command words that would be experienced in the terminal examination for this qualification.,16,logistics,32
24,Paper 1 – 1 ½ hours examination (35% of the GCSE) – 88 marks Paper 2 – 1 ½ hours examination (35% of the GCSE) – 88 marks Paper 3 – 1 ¼ hours examination (30% of the GCSE) – 76 marks Which examination board am I following?,15,logistics,58
24,Exam Board: AQA Specification: Geography (8035) Website: https://www.aqa.org.uk/subjects/geography/gcse/geography-8035 Which websites should I use to support my learning?,3,logistics,23
24,https://www.bbc.co.uk/bitesize/examspecs/zy3ptyc Cool Geography –,7,motivation,4
24,http://www.coolgeography.co.uk/gcsen/challenge_natural_hazards.php Seneca Learning –,1,content,4
25,"Aim Throughout the GCSE geography course students have the opportunity to consider a variety of geographical issues and, in doing so, become knowledgeable and critical geographers.",3,logistics,29
25,"There is a strong emphasis on the understanding of physical processes in the environment, as well as the management and mismanagement of resources by people.",14,content,27
25,Students also have the opportunity during this course to develop their fieldwork skills.,21,transferable,14
25,Grades Available 1 - 9 Outline of the Course,20,logistics,9
25,The course is divided into three main themes:,20,logistics,9
25,Section 1: Living with the physical environment,6,content,8
25,"In this section study will focus on the challenge of natural hazards including volcanoes, earthquakes and tropical storms.",1,content,20
25,"Weather and climate change is also a focus, followed by physical landscapes of the UK, including coasts and rivers.",0,content,22
25,"Finally, the living world which includes ecosystems such as tropical rainforests and hot deserts or cold environments.",13,content,19
25,Section 2: Challenges in the human environment,6,content,8
25,"This section covers population, urban growth, the changing economic world and global development.",5,content,16
25,"Resource management including the global distribution of food, water and energy and in particular detail the demand for food resources globally are also a focus.",4,content,27
25,Section 3: Geographical applications and skills,7,motivation,7
25,This section involves the undertaking two different fieldwork tasks that will be assessed in the final examinations at the end of Year 11.,18,logistics,24
25,Pre-released material is received 12 weeks prior to the examination which will be studied in lesson time.,16,logistics,19
25,Assessments and Examinations Examination,16,logistics,4
25,There are three exam papers at the end of Year 11.,16,logistics,12
25,"The first examination focuses on section 1 of the course, physical geography.",7,motivation,14
25,It is 90 minutes long and makes up 35% of the total GCSE grade.,15,logistics,16
25,"The second paper is also 90 minutes long, also making up 35% of the GCSE grade.",15,logistics,19
25,"This examination focuses on section 2 of the course, human geography.",7,motivation,13
25,The final paper is 75 minutes long and makes up the final 30% of the total GCSE grade.,15,logistics,20
25,"This examination has a focus on section 3, geographical applications and skills.",7,motivation,14
25,There is no controlled assessment for geography.,7,motivation,8
25,The examinations makes up 100% of the final grade.,15,logistics,11
25,"Further Study Geography is a strong, traditional subject that can be of use to students when taking up a variety of further educational courses, as well as in the world of work.",7,motivation,35
25,It also gives students an excellent platform and skills base to move on to A level studies and beyond in a wide range of subject areas.,21,transferable,27
26,Geography GCSE Course Outline YOU WILL DO WELL ON THIS COURSE IF...,3,logistics,13
26,You will do well on this course if you have a passion for learning about the World we live in.,10,content,21
26,There are so many ways of learning in Geography.,7,motivation,10
26,"It is a very practical subject with opportunities to learn new skills such as modern computer based mapping (called GIS such as Google Earth), map skills, interpreting photographs, fieldwork skills plus presenting and debating techniques.",7,motivation,41
26,You will improve your literacy through your report writing and written work and make practical use of your numeracy skills when you study data and construct graphs.,19,transferable,28
26,"Geography develops many different skills and this course is well respected by colleges, universities and employers.",7,motivation,18
26,The course will open up many options for you in the future.,20,logistics,13
26,HOW IS THE COURSE ASSESSED?,20,logistics,6
26,The AQA GCSE Geography course covers:,3,logistics,7
26,"1. Living with the physical environment: the challenge of natural hazards, physical landscapes in the UK, the living world and geographical skills.",0,content,27
26,Written exam: 1 hour 30 minutes – 35% of GCSE 2.,15,logistics,14
26,"Challenges in the human environment: urban issues and challenges, the changing economic world, the challenge of resource management and geographical skills.",5,content,25
26,Written exam: 1 hour 30 minutes – 35% of GCSE 3.,15,logistics,14
26,"Geographical Applications: issue evaluation, Fieldwork and Geographical skills.",7,motivation,11
26,Written exam with pre- release resources made available 12 weeks before the exam: 1 hour 15 minutes – 30% of GCSE COURSE OUTLINE Geography is the study of where places are and what they are like.,15,logistics,40
26,It looks at how people live in different parts of the World and how and why places change.,7,motivation,19
26,"You will learn about global, national and local issues.",11,transferable,11
26,The world in which we live is likely to change more in the next 50 years than it has ever done before.,14,content,23
26,Geography explains why this is and helps us to prepare you for those changes.,7,motivation,15
26,There has never been a better or more important time to study Geography; it is one of the most relevant courses you could choose to study.,7,motivation,28
27,"This specification recognises the vital role Geography has in the 21st Century curriculum, by offering students a highly relevant and exciting programme where teaching, learning and assessment are interdependent.",7,motivation,32
27,The focus of this course is to study Geography through a balance of human and physical themes.,7,motivation,18
27,"It enables students to appreciate the complexity of our world, and the diversity of its environments, economies and cultures and to use this knowledge to consider issues of sustainability and awareness of social and spatial inequalities.",10,content,39
27,"In addition, it places focus on students’ understanding that different viewpoints, values and attitudes are held on many geographical issues, and challenges them to consider their role in society and their part in creating positive geographical futures.",7,motivation,42
27,Overview: Unit 1: Living with the physical environment ,6,content,11
27,"The challenge of natural hazards – earthquakes, volcanic eruptions, tropical storms, extreme weather, climate change.",1,content,20
27,"The Living world – ecosystems, tropical rainforests, hot deserts.",13,content,12
27, Physical landscapes in the UK –coastal and river landscapes.,0,content,12
27,"Unit 2: Challenges in the human environment  Urban issues and challenges – the urban world (Rio De Janeiro), urban change in the UK (Bristol), urban sustainability, ",5,content,36
27,"The changing economic world – the development gap, Nigeria a Newly- Emerging economy, the changing UK economy.",8,content,21
27,"The challenge of resource management – resource, water and energy management.",4,content,13
27,"Unit 3: Geographical applications  Issue evaluation  Fieldwork and geographical skills Geographical skills - assessed in all examinations Assessment: Paper 1: Living with the physical environment Written exam: 1 hour 30 minutes 88 marks (including 3 marks for SPGST) 35% of GCSE Paper 2: Challenges in the human environment Written exam: 1 hour 30 minutes 88 marks (including 3 marks for SPGST) 35% of GCSE Paper 3: Issue evaluation, fieldwork, geographical skills Written exam: 1 hour 76 marks (including 6 marks for SPGST) 30% of GCSE Linked to pre-release resources.",15,logistics,111
27,Why choose this subject:,12,motivation,5
27,This course offers:,20,logistics,4
27, engaging and topical content  a stimulating blend of traditional and contemporary Geography to suit students of all abilities  the study of physical and human Geography  a focus on physical processes and factors that produce diverse and dynamic landscapes over time.,7,motivation,45
27,What can you do next with this subject:,12,motivation,9
27,"This is an academic subject, highly regarded by employers and further education institutions since it develops a wide range of skills which are transferable to many career paths.",21,transferable,30
27,It compliments and combines well with many A Level and University courses.,21,transferable,13
27,Some common careers directly linked to the study of Geography include: •,7,motivation,13
27,Commercial/residential surveyor •,9,motivation,5
27,Environmental/sustainability consultant •,9,motivation,5
27,Planning and development surveyor •,9,motivation,5
27,Resource and recycling manager •,4,content,5
28,Is this the right subject for me?,12,motivation,8
28,If you enjoy: •,12,motivation,5
28,learning more about the world we live in; •,11,transferable,10
28,developing skills that are unique to geography but are also transferable; •,7,motivation,13
28,completing some of your own practical work away from the classroom e.g. fieldwork; •,10,content,15
28,learning through investigating and enquiry; •,19,transferable,7
28,learning about the big issues within our society; then this GCSE Geography course is the ideal subject for you.,3,logistics,21
28,"Key Features  Unit 1, Living with the physical world Topics include:",6,content,14
28,"The challenge of natural hazards (tectonics, hurricanes, climate change), Physical landscapes in the UK (coasts & rivers), The living world (ecosystems, tropical rainforests and hot desert environments), and Geographical skills.",1,content,43
28," Unit 2, Challenges in the human world Topics include: Urban issues and challenges,",5,content,17
28,"The changing economic world, The challenge of resource management, and Geographical skills.",4,content,15
28," Unit 3 – Geographical Application Topics include - Fieldwork at Flamborough Head and Salford Quays, a Decision Making Exercise (DME) and Geographical skills.",7,motivation,28
28,"Assessment  Unit 1 – Living with the physical world, written examination worth 35% of your GCSE and lasting for 1 hour and 30 minutes.",15,logistics,28
28," Unit 2 – Challenges in the human world, written examination worth 35% of your GCSE and lasting for 1 hour and 30 minutes.",15,logistics,27
28," Unit 3 – Geographical Application, written examination worth 30% of your GCSE and last for 1 hour 15 minutes.",15,logistics,23
28,"Geography offers you a chance to develop skills which are transferable, such as: analytical writing, handling data, interpreting maps, graphs and photos and explaining detailed geographical processes.",7,motivation,33
28,Daily news often comments on geographical issues that you will study in the classroom.,7,motivation,15
28,"If you want to study a subject that tackles the big issues within our society, geography is the subject for you.",7,motivation,23
28,"Geography is also recognised as a facilitating subject at A-level, this means that the top twenty-four universities in our country recognise Geography as an important subject which is worth studying if you wish to get on their degree courses.",7,motivation,45
28,For more information please contact – Mr Davies or Miss Craig (Co-Heads of Geography),0,content,18
29,Geography is building upon the knowledge already acquired at key stage 3 and many of the topics will be familiar.,7,motivation,21
29,"GCSE lessons will consist of written work and discussions, as well as internet research and using ICT to produce work.",2,logistics,22
29,"Overall, lessons will draw on a range of teaching techniques which will allow students to develop a range of skills.",19,transferable,22
29,"Specification Content Global Geographical Issues: Topics in this unit include Plate tectonics, Tropical storms, a study of an emerging country, and a study of contemporary issues in a global mega city.",7,motivation,36
29,"UK Geographical Issues: Studies of coastal and river landscapes and issues, studies of dynamic inner cities and changing rural landscapes, also two separate fieldwork investigations.",0,content,29
29,"People and Environment Issues: Including People and the biosphere, Forests under threat and Consuming energy resources.",13,content,19
29,Awarding Body Edexcel http://qualifications.pearson.com/en/qualifications/edexcel-gcses/geography-b-2016.html Assessment 100% examination at the end of the course.,16,logistics,15
29,"There will be three examinations, one for each topic: Global Geographical Issues: Exam accounting for 37.5% of the course and is 1.5hours.",15,logistics,28
29,UK Geographical Issues:,0,content,4
29,Exam accounting for 37.5% of the course and is 1.5hours.,15,logistics,13
29,People and Environment Issues: Decision making exercise exam accounting for 25% of the course and is 1.25 hours.,15,logistics,21
29,Topics covered Natural Hazards Megacities Development Coasts Rivers Urban and Rural environments Forests under threat Climate change People and the biosphere Fieldwork skills Recommended revision guides / course resources CGP GCSE Geography revision guide,1,content,34
30,Geography is a facilitating subject.,7,motivation,6
30,This means that it prepares you for a range of courses and it gives you skills that are transferable in any role.,21,transferable,23
30,"Facilitating subjects are highly sought after by colleges, universities and employers alike.",21,transferable,14
30,Where will it take me?,17,motivation,6
30,"Geography is now part of the English Baccalaureate, meaning that it is more important than ever before.",7,motivation,19
30,Geography has become a sought after subject and will definitely help you in the future.,7,motivation,16
30,"Geography GCSE can lead to a range of courses studied at A-Level including Geography, Geology and Environmental Science, whilst it is also an extremely popular choice of degree, with nearly all universities offering a range of Geography based courses.",3,logistics,45
30,"With climate change and sustainability in the news, lots of employers are keen to attract people who understand our planet.",14,content,22
30,What will I learn?,17,motivation,5
30,Pupils opting for GCSE,2,logistics,4
30,"Geography will learn through a variety of methods, using Natural Hazards Living World Physical Landscapes (2 topics)",7,motivation,20
30,Tectonic Hazards Ecosystems Coastal landscapes Weather Hazards Tropical Rainforest River landscapes Climate Change Cold Environments or Hot Deserts Glaciated landscapes Challenges in the Human Environment Urban Issues Changing Economic World Challenge of Resources Geographical Applications Issues Evaluation Fieldwork,1,content,38
30,How will I Learn?,17,motivation,5
30,Pupils choosing Geography will be expected to attend booster and revision sessions prior to exams and can expect to receive at least one piece of homework each week.,7,motivation,29
30,Three lessons per week and exciting fieldwork opportunities to consolidate learning in the classroom.,10,content,15
31,"At KS4 students use the knowledge, understanding and skills they have acquired to help them tackle the rigours of the GCSE course.",2,logistics,24
31,"They are supported through the use of revision sessions, guides and internet links, including the department Twitter feed @SVGeographers",18,logistics,21
31,"We follow the EdExcel Geography B: Investigating Geographical Issues course which explores how geography can help us make sense of our fast-paced, ever-changing world.",7,motivation,31
31,"Range and content Students will study a range of topics over the two years, these are as follows:",18,logistics,20
31,Component 1: Topic 1: Hazardous Earth Topic 2: Development dynamics Topic 3: Challenges of an urbanising world Component 2: Topic 4: The UK's evolving physical landscape; Coastal change and conflict and River processes and pressures Topic 5: The UK's evolving human landscape; Dynamic UK cities Topic 6: Geographical Investigations - one physical fieldwork invesitgation and one human fieldwork investifation linked to Topics 4 and 5 Component 3: Topic 7: People and the biosphere Topic 8: Forests under threat Topic 9: Consuming energy resources,0,content,99
31,There are three exams in total lasting 1 hour 30 minutes.,15,logistics,12
31,Exams take place at the end of Year 11 incorporating a mixture of question types.,16,logistics,16
31,This course is part of the new GCSE courses incorporating the 9-1 grading structure.,20,logistics,17
32,Why study Geography?,7,motivation,4
32,Geography is a forward-looking subject and a part of everyday life.,7,motivation,15
32,"The levels of interest span all scales, from a local planning enquiry to global warming.",14,content,17
32,"Geography is highly regarded by employers, sixth forms and universities alike as it shows that a person has a broad educational background and a breadth of knowledge encompassing both Art and Science.",7,motivation,34
32,"You will gain a good understanding of how the world operates, as well as current events and an appreciation of different cultures at home and abroad.",11,transferable,28
32,"You will also develop a diverse range of skills, including communication, teamwork, literacy, numeracy, analytical, investigative, ICT and decision making skills.",19,transferable,29
32,OPTIONAL SUBJECT GCSE GEOGRAPHY Assessment Component Weighting Duration Paper 1 Unit 1 37.5% 1 hour 30 mins Paper 2 Unit 2 37.5% 1 hour 30 mins Paper 3 Unit 3 25% 1 hour 30 mins,15,logistics,38
32,"The course will cover Unit 1 – Global Geographical Issues: Hazardous Earth (atmosphere, climate change, hurricanes, earthquakes, volcanoes), development dynamics (global inequality, including how an emerging country is developing), and challenges of an urbanising world (causes and challenges of urbanisation, including a study of a mega-city).",10,content,64
32,"Unit 2 – UK Geographical Issues: The UK’s evolving physical landscape (overview of UK landscape, with detail on coasts and rivers), the UK’s evolving human landscape (overview of the varied UK human landscape, with detail of a major UK city), and Geographical investigations – including one physical fieldwork investigation and one human fieldwork investigation.",0,content,66
32,Unit 3 – People and environment issues:,6,content,8
32,"People and the biosphere (ecosystems, their importance for human wellbeing and for resources), Forests under threat (tropical rainforests and taiga), and Consuming energy resources (renewable and non- renewable energy, supply, demand, sustainability)",13,content,45
33,Our GCSE Geography course is written by AQA who have a number of excellent resources available; including a brand new textbook and a number of online resources.,3,logistics,29
33,"The course covers a wide range of topics, so students should never be bored.",10,content,16
33,"Everything from the impacts of earthquakes, to the management of cities is covered.",1,content,15
33,"There is also the opportunity to further develop and practice numeracy and literacy skills, as well as become a more independent learner, through building good research and investigation skills.",19,transferable,32
33,There is no coursework for this GCSE but students will need to participate in 2 compulsory sessions of fieldwork which they will be examined on during Paper 3.,2,logistics,29
33,The fieldwork will take place in the Summer term.,18,logistics,10
33,"Students who take Geography GCSE will also have the opportunity to participate in the Department’s Year 10 enrichment trip, usually run during the summer term of Year 10.",3,logistics,31
33,"This is an exciting trip offering students a wide variety of experiences, from sight- seeing to further developing their fieldwork skills, and knowledge of other places as well as putting theory from the classroom into practice.",10,content,40
34,Why study Geography?,7,motivation,4
34,Modern geography is so diverse - it is a subject which opens many more doors than it closes.,7,motivation,19
34,"Students who continue to study Geography at university can specialise in a huge range of different issues, ranging from volcanology, meteorology, oceanography, cartography, development studies, environmental sciences, conservation, urban planning, sustainability, demography ... the list goes on!",7,motivation,48
34,What is Geography about?,7,motivation,5
34,At GCSE we cover the most relevant and topical issues affecting our planet.,3,logistics,14
34,"In physical geography you will study into the forces that shape the Earth; oceans, and tectonics, whilst in human geography you will learn how our relationship with the planet is constantly changing and discover ideas into what the future holds for not only the future of the human population but the planet as a whole.",7,motivation,59
34,What pathways does this subject open up after Year 11?,18,logistics,11
34,The vast majority of our students continue to study Geography with us at Bungay Sixth Form.,7,motivation,17
34,"Beyond that, many go on to university, some students have gone on to take gap years in conservation projects and aid relief in various countries across the globe.",10,content,31
34,Those students going directly into employment will benefit from the transferable skills developed within Geography.,7,motivation,16
34,We have achieved a remarkable level of sustained success in geography at GCSE and A- level with results consistently amongst the highest within the country.,3,logistics,27
34,How will you be assessed?,2,logistics,6
34,You will have three exams.,16,logistics,6
34,"Paper 1: Physical Geography 35% (Natural hazards, living world, rivers and coasts), Paper 2: Human Geography 35% (Urban issues, economic world, resource management), Paper 3: Skills and issue evaluation 30% (Including fieldwork).",7,motivation,51
34,How can your parents/ carers help you with this course?,21,transferable,12
34,"Buy an atlas, newspapers, magazines such as Lonely Planet and travel!",7,motivation,14
34,"Watch the news, encourage to visit websites with information on world affairs, such as BBC news, the Economist or the Guardian.",8,content,25
34,"Exam board, specification and level of qualification –",16,logistics,9
34,Who is the contact in school for more information?,10,content,10
34,Miss Lambert – Head of Geography (clambert@bungayhigh.co.uk),0,content,8
35,What is included in the course?,20,logistics,7
35,Geography is a popular subject.,7,motivation,6
35,"It teaches you to use a variety of skills which are useful in other subjects like English, Maths and Science.",21,transferable,22
35,in GCSE Geography you will study the world at a range of scales from a local ecosystem up to global satellite images.,3,logistics,23
35,You will look at how nature shaped the earth.,7,motivation,10
35,"You will also study how people are affected by the earth and how they have changed it, not always for the better.",7,motivation,24
35,Geography as a subject tests more skills than any other.,7,motivation,11
35,Literacy and numeracy skills are improved throughout the course.,19,transferable,10
35,"Geography also creates ‘analytical thinkers’, ‘report writers’, ‘leaders’, people who can react in the field and show pragmatism.",7,motivation,26
35,It truly is a subject which encourges a variety of skills.,21,transferable,12
35,How will I be assessed?,2,logistics,6
35,The course taught at GCSE is the new AQA Geography GCSE (8035) and is assessed by three separate papers: Paper 1: Living with the physical environment (35%) Paper 2:,3,logistics,37
35,Challenges in the human environment (35%) Paper 3: Geographical applications (30%),6,content,18
35,What grades are available?,20,logistics,5
35,In the Geography course a GCSE qualification is available.,3,logistics,10
35,Grades available are 9 - 1 where 9 is the top grade.,20,logistics,13
35,This course links well into Post 16.,20,logistics,8
35,There are established A-Levels in Geography which link naturally but the skills developed on this course will help with the study of a wide range of A-Levels.,7,motivation,32
35,Nearly all universities and colleges offer courses in Geography.,7,motivation,10
35,"KS5 more like standard deviation, Chi squared •",12,motivation,9
35,Independent fieldwork study Career Opportunities •,17,motivation,6
35,Cartographer • GIS officer •,7,motivation,5
35,Disaster & emergency planner •,1,content,5
35,Climate change analyst •,9,motivation,4
35,Air pollution analyst •,9,motivation,4
35,Water conservation officer •,9,motivation,4
35,Remote sensing analyst •,9,motivation,4
35,Nature conservation officer •,9,motivation,4
35,Leisure centre coordinator •,9,motivation,4
35,Human rights officer •,9,motivation,4
35,Refugee & asylum advisor •,9,motivation,5
36,Who is it for?,12,motivation,5
36,Do you want to make sense of the world around you?,11,transferable,12
36,Geography allows you to get to grips with some of the big questions which affect our world.,7,motivation,18
36,"Geography will help you understand the social, economic and physical forces and processes which constantly shape and change our world.",7,motivation,22
36,"If you are interested in the natural world and all of its challenges, and would like to develop a knowledge and understanding of current events then Geography is for you!",7,motivation,32
36,There has never been a better time to study Geography.,7,motivation,11
36,"It is hands on, it is relevant and it is fun.",12,motivation,13
36,What does the course cover?,20,logistics,6
36,Students follow the new AQA Geography syllabus.,7,motivation,8
36,There are three themes of study to this course:,17,motivation,10
36,"1. Living with the physical environment (Natural Hazards, UK Physical Landscapes, the Living World)",0,content,19
36,"2. Challenges in the human environment (Urban Issues, the Changing Economic World, the Challenge of Resource Management) 3. Geographical applications (fieldwork and geographical issues)",5,content,32
36,How is the course assessed?,20,logistics,6
36,"Written exams at the end of Year 11 will enable you to show geographical skills, knowledge and understanding.",7,motivation,20
36,There are three papers examining the themes you will study: •,12,motivation,12
36,Paper 1: examining theme 1 (1 hour 30 minutes - 35%) •,15,logistics,16
36,Paper 2: examining theme 2 (1 hour 30 minutes - 35%) •,15,logistics,16
36,Paper 3: examining theme 3 (1 hour - 30%),15,logistics,13
36,"Students are examined at the same level, there are no tiered examinations and there is no coursework/controlled assessment.",16,logistics,22
36,All exams are taken at the end of Year 11.,16,logistics,11
36,"All students will carry out two days of fieldwork, there will be one trip to study physical geography (landforms and natural processes), and one to study human geography (interaction of humans and their environment",7,motivation,39
37,G E O G R A P H Y Geography is a huge part of our lives.,7,motivation,18
37,"From choosing our summer holiday destination, to deciding what to eat and why, to informing our shopping habits, to witnessing the dramatic effects of hazards such as earthquakes and tsunamis; to understanding and acting on climate change we are immersed in Geography.",7,motivation,47
37,Geography is ever changing and understanding it vital for managing the human and physical environment sustainability.,7,motivation,17
37,The geography department’s approach to geography is one of discovery.,7,motivation,12
37,"We live on an incredible, diverse planet and we encourage all our students to ask questions that deepen their understanding of the physical characteristics of real places and how humans interact with these.",11,transferable,35
37,Course structure Year 9:,20,logistics,5
37,"This course will help students to appreciate differences and similarities between places, people and environments.",7,motivation,17
37,"Students will develop research, analysis and evaluation skills in order to draw and justify conclusions.",19,transferable,17
37,The Ocean: The ocean’s role in the functioning of our planet.,14,content,14
37,How are we harming the ocean and does it matter?,1,content,11
37,Using the ocean more sustainably. •,14,content,7
37,USA: The world’s most influential super-power.,8,content,10
37,What is it?,12,motivation,4
37,How important is it?,12,motivation,5
37,The pros and cons.,12,motivation,5
37,• Global Fashion:,8,content,4
37,Exploring the clothing industry to discover the issues surrounding globalisation. •,8,content,12
37,China’s influence in the world is growing –,8,content,9
37,Students need to know about China! •,10,content,8
37,Our World in 2030:,14,content,5
37,What is our ‘ecological footprint?’,14,content,8
37,What can we do to make our eco-footprint more sustainable? •,14,content,12
37,The Physical Landscape of the UK: Rivers and coasts GCSE:,0,content,12
37,This course enables students to understand world issues whilst developing lifelong skills.,10,content,13
37,"Students develop the ability to organise, problem solve, interpret data, text, maps and images, and to write detailed reports justifying decisions — skills that are highly valued by employers.",19,transferable,35
37,Economic Development. • Tectonic and Atmospheric Hazards.,1,content,9
37,Environmental Challenges: Ecosystems and cold environments. •,13,content,9
37,The challenges of Resource Management •,4,content,6
37,Managing urban areas.,5,content,4
37,Y9: Students will do fieldwork in The Broads to investigate sustainable management of the natural and built environments in this AONB.,14,content,23
37,Y10: Students will do a coastal geography investigation with fieldwork in Cromer.,7,motivation,15
37,"Students build problem solving and team work skills, they learn to write geographical enquiries based on fieldwork.",7,motivation,19
37,They learn to evaluate different points of view and justify their own critical thinking.,10,content,15
37,They learn critical thinking and so how to best act sustainably.,10,content,12
37,All are critical skills in our changing challenging world.,21,transferable,10
37,"Geography builds knowledge and skills that employers value, but our students value too.",7,motivation,15
37,There are three exam papers at the end of Y11: •,16,logistics,12
37,Paper 1: Physical Geography •,7,motivation,6
37,Paper 2: Human Geography •,7,motivation,6
37,Paper 3: Geographical Skills (with questions on the fieldwork tasks covered in Y9 and Y10).,7,motivation,19
37,"Geography is an excellent foundation for progression to A level Geography, which sits well with both Science and Arts subjects.",7,motivation,22
37,"As Geography develops many transferable skills, this means a variety of degree options are available from Environmental Science, Development Studies to Architecture and Law.",7,motivation,27
37,Recent Wymondham High School,20,logistics,4
37,A level Geography graduates include ICT consultants; environmental impact consultants; accountants; retail buyers; trainee town planners; a criminologist; and trainee solicitors.,7,motivation,28
37,Specification (GCSE AQA),16,logistics,5
38,Why choose Geography?,7,motivation,4
38,You have come to an important point in your education.,17,motivation,11
38,Are you interested in studying geography further?,7,motivation,8
38,"You should be, because geography tackles the big issues: •",7,motivation,12
38,Environmental responsibility and sustainability •,14,content,5
38,Our global interdependence •,8,content,4
38,Cultural understanding and tolerance •,11,transferable,5
38,"Commerce, trade and industry.",8,content,6
38,If you enjoy studying geography – carry on studying it!,7,motivation,11
38,You are more likely to obtain your best results in a subject you enjoy,17,motivation,14
38,‘Get a fresh perspective on Geography!,7,motivation,8
38,"It’s up-to-date, flexible and ALL AROUND YOU  Geography at GCSE builds on the foundations of topics and skills gained in Key Stage 3. ",3,logistics,32
38,The specification followed at GCSE is the EDEXCEL Geography Specification B. ,3,logistics,13
38,"The course has a highly relevant content that will give you access to modern world issues at a range of scales, from local to global.",10,content,27
38,"You will develop and extend your knowledge of locations, places, environments and processes.",19,transferable,16
38,"You will gain an excellent understanding of the interactions between people and environments, change in places and processes over time and enable you to ‘think like a geographer’.",7,motivation,32
38,It gives an ideal foundation for students who want to study Geography at A Level or as a career as it covers a wide range of topics and skills.,7,motivation,30
