description_id,sentence,cluster,cluster_type,n_tokens
12,You can opt for the acting or technical pathway Component 3: Texts in practice Performance of 2 extracts of a scripted play –,42,content,24
12,"You can opt for the acting or technical pathway""}, {""https://arkglobe.org/"",""Drama",35,motivation,18
12,Exam Board: AQA Subject Leader: Ms Alonge,17,logistics,9
12,What is the subject about?,8,content,6
12,"Drama GCSE is an opportunity for young people to explore challenging themes, topics and issues through performance.",0,content,19
12,It allows students to grow in public speaking and builds effective team work over time.,23,transferrable,16
12,During the course students will be expected to study a variety of plays and explore a wide range of different theatre styles.,39,content,23
12,During the course students will be expected to write theatre reviews and keep an extended diary of their practical work each lesson.,39,content,23
12,This is used as a reflection to develop exam knowledge.,17,logistics,11
12,"Drama GCSE will help to develop practical skills, enhance imagination and explore creativity.",0,content,15
12,Students will devise performances from topics or ideas suggested by the teacher or by the students themselves.,25,content,18
12,Where will this qualification take me?,30,motivation,7
12,"Students will develop a multitude of skills, including collaboration, communication and an understanding of how to amend and refine work in order to make a smooth transition to the next level of study.",23,transferrable,36
12,Drama will give you the skills to present yourself in any type of business or organisation you choose.,44,transferrable,19
12,"Candidates who study Drama go on to work in a range of jobs and careers from acting, stage and screen, to business and leadership.",35,motivation,27
12,Roles involving writing plays are also possible.,35,motivation,8
12,Component 1: Understanding Drama (40%) Practical exploration and study of one set text and one live theatre review •,34,content,23
12,Component 2: Devising (40%) Creating and developing a devised piece from a stimulus and performing this devised piece. •,9,logistics,24
12,Component 3: Text in Performance (20%) Performing two key extracts from a performance text.,15,logistics,19
12,"""}, {""https://www.habscrayford.org.uk/"",""BTEC",10,logistics,8
12,Performing Arts Exam Board: Pearson Grade: Level 2,10,logistics,10
12,"The performing arts is a fantastic discipline to pursue if you are interested in developing confidence and skills in public speaking, group work, creativity, time management and leadership to name only a few.",24,content,37
12,"This qualification is for anyone with a passion for theatre, but you do not have to be an aspiring actor to reap the benefits of selecting BTEC Performing Arts as an option.",10,logistics,34
12,This qualification builds upon skills and content primarily learnt during key stage 3 Drama lessons.,47,content,17
12,Component 1: Developing Skills for Performance is our first assessment which will involve participating in workshops linked to practitioners.,13,content,21
12,"You will apply these skills to a scripted piece, performing to an invited audience. •",38,content,17
12,Component 2: Exploring Performing,5,content,5
12,Arts is our second assessment which will be a combination of coursework and practical work. •,22,content,17
12,"Component 3: Performing to a Brief is our third and final assessment which takes place in three areas; performance, coursework and a controlled assessment.",5,content,28
12,Preparing for Success in Performing Arts,24,content,6
12,To be successful students must be organised and manage their time well as there will be a number of deadlines to meet throughout the course.,21,transferrable,26
12,Students should also be willing to share their creative ideas as well as listen and respond to the suggestions made by others.,25,content,23
12,It is vital that they are supportive of their peers and are ready to build new relationships and work closely with others. •,31,transferrable,24
12,Component 1: Developing Skills and Techniques in the Performing Arts- 30%,22,content,14
12,The entire process will be documented through analytical and evaluative coursework. •,19,logistics,13
12,Component 2: Exploring the Performing Arts- 30%,22,content,10
12,This is a practical exploration of different performance styles and industry jobs chronicled through coursework culminating in an assessed presentation of your findings. •,26,transferrable,25
12,Component 3: Performing to a Brief- 40%,5,content,10
12,An externally set task where you will work in groups of 3-7 to create a performance based on a set brief.,14,logistics,24
12,"Assessment is based on coursework, performance and an evaluative report written under controlled conditions.",19,logistics,16
12,Future pathways Students will have a better understanding of whether the performing arts sector is for them.,7,motivation,18
12,"They may want to go on to further study such as A levels, BTECs or a mixture of both.",28,logistics,21
12,"Or students might want to find work in teaching, performing arts or as an apprentice or a trainee.",7,motivation,20
13,"BTEC Level 2 Performing Arts is about learning how the dramatic process works, how to use dramatic technique to explore themes and issues and a playwright’s intention.",10,logistics,30
13,It is also about how to create a character and perform using a variety of styles and genres.,37,motivation,19
13,Students will explore a various script and devising techniques throughout the course.,20,transferrable,13
13,Students will be assessed on 3 units:,19,logistics,8
13,Unit 1: Exploring the Performing Arts ( internally assessed),22,content,11
13,Unit 2: Developing Skills and Techniques for Performance (internally assessed),8,content,13
13,Unit 3: Performing to a Brief ( external assessment),5,content,11
13,Students will get the opportunity to attend theatre performances and workshops to further develop their skills.,40,content,17
14,"At Brimsham Green School, Drama is a highly valued and popular subject across the key stages.",48,motivation,18
14,"All students study this subject during Key Stage 3, where alongside learning technical skills and the basics of acting and theatre, we also see students develop in confidence, leadership skills and team work.",38,content,37
14,"We give all students the opportunity to create drama, rehearse, watch and perform drama within a supportive and motivating environment.",48,motivation,23
14,Students who continue to study the subject into GCSE and A Level find the course stimulating and enjoyable and relish the opportunity for independent learning.,0,content,26
14,They grow in their ability and desire to perform as the course progresses and our outcomes are very successful both in terms of grades and in what students have gained personally from the experience of studying Drama.,48,motivation,38
15,"Not only does Drama develop performance skills, a love of theatre and acting, harness confidence and the ability to lead and work in a team, it also develops presentation skills that are important in selling yourself as a young professional within both the initial interview processes as well as at further stages in your career.",47,content,59
15,"The cross- curricular links in regard to textual analysis enable and empower students to succeed in other areas of their school career, from both an understanding of politics and political and social structure, to their understanding of English literature.",6,content,43
15,Course Units and Content: Component 1– Devising: •,27,logistics,11
15,Create and develop a devised piece from a stimulus for performance.,14,logistics,12
15,You can choose to be a performer or designer throughout this unit.,25,content,13
15,You will complete a portfolio covering the creating and developing process and analysis and evaluation.,6,content,16
15,The portfolio can be either.... • handwritten/typed evidence between 1500–2000 words •,6,content,15
15,recorded/verbal evidence between 8–10 minutes •,12,logistics,8
15,a combination of handwritten/typed evidence.,12,logistics,8
15,Component 2– Performance from a Text: •,15,logistics,9
15,You will either perform in and/or design for two key extracts from a performance piece.,15,logistics,18
15,The choice of piece is up to you!,32,content,9
15,Component 3– Theatre Makers in Practice: •,41,content,9
15,Written examination on your practical exploration and study of one performance text (An Inspector Calls) and a live theatre evaluation (this year students had the opportunity to see ‘The Curious Incident of the Dog in the Night-Time in London’s West End).,33,content,50
15,Assessment: Component 1: 40% of the qualification 60 marks Component 2: 20% of the qualification 48 marks Component 3: 40% of the qualification 60 marks,17,logistics,32
16,We believe that Drama is a vital and defining cultural art form.,47,content,13
16,"Throughout time, human beings have enacted events in order to help us make sense of the complex world we live in.",31,transferrable,23
16,We structure lessons that strike a balance between exploring process drama (learning by imagined experience) and product or skills based drama – the craft of theatre making.,47,content,30
16,We develop schemes of work that provoke engagement and enthusiasm through our choice of theme and topic and apply early in our teaching the principles and assessment criteria that the exam boards recognise.,22,content,34
16,"Our lessons typically start with a starter or warm up, an introduction to the stimulus, a focusing convention or strategy that frames the whole group or small group work and an opportunity to create, perform and evaluate in a welcoming, safe and supportive studio environment.",25,content,50
17,Do you have a passion for performance?,24,content,8
17,"Are you a budding actor, dancer or musician?",37,motivation,10
17,"Do you want to discover more about the fantastic roles behind the scenes – from costume design and make-up, to set design and lighting?",37,motivation,28
17,"You can choose the music, drama, dance or backstage projects as you com- plete this course.",39,content,20
17,"You will develop a range of skills which are attractive to employers, colleges and universities includ- ing: Communication, Confidence, Learning independently, Organisation, Problem solving, Research, Self-discipline, Stamina, Taking on responsibility and Time management..",30,motivation,47
17,"Music, Drama or combined pathways available.",39,content,8
18,The students study play texts such as Willy Russell’s Blood Brothers.,32,content,13
18,Drama skills and knowledge are expanded with an emphasis on creating atmosphere; this can be seen through our performance for purpose focus at the end of the year which incorporated script and film.,47,content,35
18,Drama techniques are also developed through all topics and improvisation and movement sessions encourage students to use imagination when attempting to create dramatic meaning.,47,content,25
18,We believe it is important to offer students a wide range of stimuli to work with and to engage them through variety and style.,25,content,25
18,"Year 9 During this year students continue to develop communication skills through group discussions and practical development, but they also begin to investigate more challenging texts and themes through the process of Drama.",48,motivation,35
18,Students look at the play text DNA by Dennis Kelly and explore the issues and challenges that can arise within peer groups.,32,content,23
18,Students explore the text using a variety of drama techniques and then students confront and explore social issues and themes such as peer pressure and belonging.,48,motivation,27
18,"Throughout years 7,8 and 9 in addition to practical tasks there is an opportunity for students to gain experience with technical aspects of theatre and direction to ensure all aspects available where needed.",38,content,35
18,GCSE The GCSE Drama course (Eduqas) is an active and diverse course which allows the students to expand their knowledge and understanding of theatre through a range of texts.,0,content,32
18,"The course introduces the students to different theatre styles and theatre practitioners, via a range of workshops.",39,content,19
18,"These workshops are the basis for Component 1 where they must devise their own piece of work for performance, create a portfolio detailing this process and then complete a written report evaluating the final performance.",5,content,37
18,"In Component 2 students study a text such as Blood Brother (Willy Russell), The Woman Who Cooked Her Husband (Debbie Issitt), Top Girls (Caryl Churchill) and then perform extracts from this to an external examiner.",32,content,44
18,The final section is Component 3 which is a written examination based on a set text (DNA – Dennis Kelly) and live theatre review.,9,logistics,27
18,Throughout the course students are given the opportunity to attend theatre trips to provide a resource for their live theatre evaluation and are presented with workshops by external companies to aid their development in specific performance styles.,40,content,38
18,"Key life skills learnt throughout the course will arm students with a variety of skills that employers are currently desperate for including professionalism, resilience and independence.",30,motivation,28
18,We aim to develop inclusion for all and offer non-practical elements such as costume design for students who want to gain a wider understanding of the performing arts industry.,25,content,30
19,"Years 10, 11 Dance and Drama QUALIFICATION: BTEC AWARD IN PERFORMING (DANCE 23095)",10,logistics,17
19,AWARDING BODY: PEARSON EDEXCEL,18,logistics,5
19,What will I learn?,4,content,5
19,You will develop key skills that show your aptitude in performing arts such as reproducing repertoire or responding to stimuli.,24,content,21
19,"You will learn the process that underpins effective ways of working in the performing arts, such as development of ideas, rehearsal and performance.",24,content,26
19,"You will learn about the attitudes that are considered most important in the Performing Arts, including personal management and communication.",24,content,22
19,How will I learn?,4,content,5
19,You will work creatively in a group to shape and perform in a piece of live theatre and keep a record of your contributions to the devising process.,38,content,29
19,This record will be part of your portfolio which will also include annotated sketches/photographs.,6,content,17
19,You will learn about physical and interpretive skills by taking part in dance workshops and by watching professional dancers in live theatre performances.,24,content,24
19,You will practically explore and research a range of dance pieces.,24,content,12
19,"You will take part in theatre visits, discuss what you have seen and learn how to write a performance review.",33,content,22
19,How will I be assessed?,1,logistics,6
19,Component 1: Exploring the performing arts (dance) Internal assessment [30%] Component 2: Developing skills and techniques Internal assessment [30%] Component 3:,22,content,32
19,Responding to a brief,5,content,4
19,"Externally assessed [40%] Possible Careers/Future Pathways: BTEC in performing arts could lead on to further study in performing arts, theatre studies, and Expressive Arts at A-level and above, or other related subjects such as English, music, art and design.",10,logistics,53
19,"Career opportunities for students who study performing arts at a higher level include: the media, theatre, television, radio, the film industry, arts administration, drama therapy, education.",7,motivation,35
20,Component 1: Understanding Drama • Section A –,34,content,9
20,"Roles in the theatre, stage spaces, terminology •",42,content,10
20,Set text: Noughts and Crosses •,15,logistics,7
20,Evaluation of live performance Component 2: Devising Drama – Devising an original performance from stimulus with a coursework portfolio and reflective evaluation –,34,content,24
20,You can opt for the acting or technical pathway Component 3: Texts in practice Performance of 2 extracts of a scripted play –,42,content,24
20,You can opt for the acting or technical pathway,7,motivation,9
21,AQA Subject Leader: Ms Alonge,18,logistics,6
21,What is the subject about?,8,content,6
21,"Drama GCSE is an opportunity for young people to explore challenging themes, topics and issues through performance.",0,content,19
21,It allows students to grow in public speaking and builds effective team work over time.,23,transferrable,16
21,During the course students will be expected to study a variety of plays and explore a wide range of different theatre styles.,39,content,23
21,During the course students will be expected to write theatre reviews and keep an extended diary of their practical work each lesson.,39,content,23
21,This is used as a reflection to develop exam knowledge.,17,logistics,11
21,"Drama GCSE will help to develop practical skills, enhance imagination and explore creativity.",0,content,15
21,Students will devise performances from topics or ideas suggested by the teacher or by the students themselves.,25,content,18
21,Where will this qualification take me?,30,motivation,7
21,"Students will develop a multitude of skills, including collaboration, communication and an understanding of how to amend and refine work in order to make a smooth transition to the next level of study.",23,transferrable,36
21,Drama will give you the skills to present yourself in any type of business or organisation you choose.,44,transferrable,19
21,"Candidates who study Drama go on to work in a range of jobs and careers from acting, stage and screen, to business and leadership.",35,motivation,27
21,Roles involving writing plays are also possible.,39,content,8
21,Component 1: Understanding Drama (40%) Practical exploration and study of one set text and one live theatre review •,34,content,23
21,Component 2: Devising (40%) Creating and developing a devised piece from a stimulus and performing this devised piece. •,9,logistics,24
21,Component 3: Text in Performance (20%) Performing two key extracts from a performance text.,15,logistics,19
22,BTEC Performing Arts Exam Board: Pearson Grade: Level 2,10,logistics,11
22,"The performing arts is a fantastic discipline to pursue if you are interested in developing confidence and skills in public speaking, group work, creativity, time management and leadership to name only a few.",24,content,37
22,"This qualification is for anyone with a passion for theatre, but you do not have to be an aspiring actor to reap the benefits of selecting BTEC Performing Arts as an option.",10,logistics,34
22,This qualification builds upon skills and content primarily learnt during key stage 3 Drama lessons.,47,content,17
22,Developing Skills for Performance is our first assessment which will involve participating in workshops linked to practitioners.,13,content,18
22,"You will apply these skills to a scripted piece, performing to an invited audience. •",38,content,17
22,Component 2: Exploring Performing,5,content,5
22,Arts is our second assessment which will be a combination of coursework and practical work. •,22,content,17
22,"Component 3: Performing to a Brief is our third and final assessment which takes place in three areas; performance, coursework and a controlled assessment.",5,content,28
22,Preparing for Success in Performing Arts,24,content,6
22,To be successful students must be organised and manage their time well as there will be a number of deadlines to meet throughout the course.,21,transferrable,26
22,Students should also be willing to share their creative ideas as well as listen and respond to the suggestions made by others.,25,content,23
22,It is vital that they are supportive of their peers and are ready to build new relationships and work closely with others. •,31,transferrable,24
22,Component 1: Developing Skills and Techniques in the Performing Arts- 30%,22,content,14
22,The entire process will be documented through analytical and evaluative coursework. •,19,logistics,13
22,Component 2: Exploring the Performing Arts- 30%,22,content,10
22,This is a practical exploration of different performance styles and industry jobs chronicled through coursework culminating in an assessed presentation of your findings. •,20,transferrable,25
22,Component 3: Performing to a Brief- 40%,5,content,10
22,An externally set task where you will work in groups of 3-7 to create a performance based on a set brief.,14,logistics,24
22,"Assessment is based on coursework, performance and an evaluative report written under controlled conditions.",19,logistics,16
22,Future pathways Students will have a better understanding of whether the performing arts sector is for them.,7,motivation,18
22,They may want to go on to further study such as,28,logistics,11
22,"A levels, BTECs or a mixture of both.",18,logistics,10
22,"Or students might want to find work in teaching, performing arts or as an apprentice or a trainee.",7,motivation,20
23,"Students who study Creative and Performing Arts will learn how to use stimulus such as music, photographs, lyrics, and plays to create drama and bring performances to life with new techniques.",25,content,35
23,You will learn how to use different drama mediums within your performance such as music and physical theatre.,46,content,19
23,Studying Drama and Theatre Arts allows students to go on to study the subject at A-Level or as part of a BTEC in Performing Arts and then perhaps on to degree level.,35,motivation,35
23,It can also help if you decide to continue into working in technical theatre or dance and music.,7,motivation,19
23,"Even if you decide you don’t want to continue studying the subject, Drama will help build your confidence and ensure that your skills in teamwork are well developed.",45,transferrable,31
23,This could help in careers such as law or government.,7,motivation,11
23,Students will expect to develop a range of skills by studying CAPA such as: Working as a professional theatre company Creating and performing pieces in regular showcases.,38,content,29
23,"Producing rehearsal diaries, in-depth self-evaluations and working independently.",25,content,14
24,What will I be studying?,4,content,6
24,"Year 1 Acting: Performing texts Context: Understanding exactly how dialogue and conversation works, how this is reflected in good dramatic writing and how an actor ‘lifts’ such speech ‘off the page’ is important for those wishing to work in the theatre or as performers more widely.",46,content,54
24,"The ability to sight read competently and bring dialogue to life is essential for most television, film, radio, voice over and commercial work.",31,transferrable,27
24,To develop the skills necessary for analysing a piece of dialogue in dramatic writing and to be able to perform it appropriately.,46,content,23
24,"To give learners practical experience in these skills, using both modern and classic texts.",20,transferrable,16
24,The purpose of this unit is to enable learners to develop the skills to perform text appropriately.,20,transferrable,18
24,Year 2 Live performance Context:,40,content,6
24,Any aspiring professional performer will need to learn a variety of performance skills to perform in a way that will meet the expectations of their audience and also accurately represent them as performers.,24,content,34
24,"Beyond just performing effectively, performers need to think about the other performers, technical crew, performance, equipment, the expectations of the audience, quality and variety in the set and the practice and rehearsal schedule it takes to get to the final performance itself.",24,content,49
24,"Regularly having the opportunity to perform in front of an audience can help hone technique, expression and stage presence in order that high quality performance, and the practice required to get there, becomes second nature.",24,content,39
24,Reflecting on performances is also a useful tool – as performers can see themselves through the audience’s eyes and learn more about how to develop their performance style to continually improve and grow in confidence.,24,content,37
24,Aims: The aim of this unit is to give learners the opportunity to explore all the skills required for a live performance.,25,content,24
24,"These range from planning, rehearsing and the performance itself to the reflection required post-performance to ensure continual development as performers.",25,content,22
24,"By undergoing the process of preparing for a live performance, learners will have the opportunity to experience the variety of activities and skills required to bring a performance together.",25,content,31
24,Year 9 RSL Acting: Careers –,36,motivation,7
24,Career pathways in performing and directing theatre.,36,motivation,8
24,Student experience visits from guest speakers and professional practitioners who deliver workshops from a range of cultures and backgrounds.,13,content,20
24,"Employability skills – Developing skills in research, recall and evaluation in order to refine and improve their practice.",30,motivation,20
24,Building confidence for independent learning and how to set and meet targets in a timely manner.,23,transferrable,17
24,Year 10 RSL Acting: Careers –,36,motivation,7
24,Career pathways in performing and directing theatre.,36,motivation,8
24,Student experience visits from guest speakers and professional practitioners who deliver workshops.,13,content,13
24,Student are offered the opportunity to see live theatre and experience a range of cultures beyond Halifax.,40,content,18
24,"Employability skills – Equipping students with the knowledge to make decisions and justify choices, to be able to make mistakes and learn from them using a professional approach.",30,motivation,30
24,Developing team work skills and learning about how respond to others behaviour when contributing to a wider common goal.,31,transferrable,20
24,In Performing Arts we open up opportunities to gain knowledge of types of employment and build upon useful IT and project management skills for future careers.,7,motivation,27
24,How will I be assessed?,1,logistics,6
24,"Two units of study, one internal and one externally assessed 50% each unit, 20 credits are required in total for level 2 Each unit is assessed on their creating, performing and evaluating skills in context to the style.",19,logistics,43
24,Which examination board am I following?,17,logistics,7
24,Exam Board: RSL VQ Specification:,17,logistics,7
24,Level 2 Tech Award in Creative and Performing Arts: Acting Website: www.rslawards.com/creative-performing-arts Which websites should I use to support my learning?,10,logistics,24
24,http://thejohngodbercompany.co.uk/teechers/ https://www.bbc.co.uk/bitesize/guides/zgvbgk7/revision/1 (A Christmas Carol),32,content,7
24,https://www.bbc.co.uk/bitesize/guides/zwmvd2p/revision/1 (Brecht & Epic Theatre),33,content,7
24,https://www.bbc.co.uk/bitesize/guides/zxn4mp3/revision/1 (Stanislavski & Realism Theatre),33,content,7
24,https://www.bbc.co.uk/bitesize/guides/ztfk6sg/revision/1 (DV8 & Physical Theatre),33,content,7
24,YouTube for various searching of repertoire including National Theatre at home,42,content,11
25,"The aim of the course is to develop students’ ability to create, perform and respond to drama.",48,motivation,20
25,"In addition, students will explore performance texts and seek to understand their social, cultural and historical contexts.",6,content,20
25,"Throughout the two years, students will develop a range of theatrical skills and apply them to theatrical performance.",38,content,20
25,Confidence in performance and communication are essential skills for this course.,21,transferrable,12
25,Grades Available 1 - 9 Outline of the Course Devising Drama: Students will be given a stimulus from which they must create a piece of drama.,48,motivation,28
25,Students will create a portfolio to accompany the creative processes of this unit.,6,content,14
25,"Performance from text: Students will be given two extracts from a text which will be performed to, and externally marked by, a visiting examiner.",14,logistics,28
25,An audience is required for this part of the course.,40,content,11
25,A performance realisation document will also be written before the examiner arrives at the centre.,12,logistics,16
25,Theatre Makers in Practice:,41,content,5
25,The written exam is broken down into three sections.,16,logistics,10
25,A consist of multiple choice question based on production.,5,content,10
25,"For section B of the exam, students will be given four questions which will be based on an unprepared extract from a text which students will have studied in depth.",17,logistics,32
25,"For section C, students will be given a question which will ask them to analyse and evaluate a piece of live theatre which the students will have seen.",33,content,30
25,"Examinations and Assessment Devising Drama: Non-Examined Assessment, 40% of the qualification, 80 marks.",34,content,18
25,(20 marks for performance and 60 marks for the portfolio.),6,content,13
25,"Performance from text: Non-Examined Assessment, 20% of the qualification, 40 marks.",11,logistics,16
25,Externally assessed by visiting examiner.,2,logistics,6
25,Theatre Makers in Practice: Written Examination:,41,content,8
25,"1 hour 45 minutes, 40% of the qualification, 80 marks.",12,logistics,14
25,"Further Study Drama offer a clear route into further and higher education for drama, performance and English- related courses.",48,motivation,22
25,"Career opportunities are numerous, for example, acting, presenting, stage managing, drama therapy and directing.",36,motivation,20
25,"In addition, students develop skills which support other further/higher education courses and career pathways.",30,motivation,18
25,"These include the ability to collaborate with others, think analytically and evaluate effectively",31,transferrable,14
26,Performing Arts: Drama AQA: GCSE Drama Course Outline YOU WILL DO WELL ON THIS COURSE IF...,0,content,19
26,You apply a range of theatrical and dramatic techniques and skills to your own work.,46,content,16
26,You apply Health and Safety rules to your preparation and practice.,21,transferrable,12
26,You are a critical yet constructive audience to the work of others.,26,transferrable,13
26,You are a positive and enthusiastic member of an ensemble and keep up to date with work.,26,transferrable,18
26,Your attendance and commitment are exemplary.,26,transferrable,7
26,We need you to show commitment and positivity at all times!,26,transferrable,12
26,You will not do well if you are absent frequently and are not prepared to work hard and generously with others.,26,transferrable,22
26,HOW IS THE COURSE ASSESSED?,19,logistics,6
26,It is assessed both theoretically and practically with students taking part in Performances as well as completing a Written Exam at the end of Year 11.,19,logistics,27
26,The course is delivered in 3 components:,27,logistics,8
26,Component 1 – Understanding Drama – Written Exam (includes,34,content,10
26,Set text and live theatre review) Component 2 – Devising Drama –,34,content,13
26,Practical Performance with log book Component 3 – Texts in Practice –,15,logistics,12
26,Practical Performance of 2 scripted extracts from a play COURSE OUTLINE WHAT IS GCSE DRAMA ALL ABOUT?,0,content,18
26,GCSE Drama is designed to develop your understanding and awareness of live performance work.,0,content,15
26,You will develop skills required for performing in front of a live audience and you will learn how to prepare both devised and scripted work.,38,content,26
26,You will study a range of play texts as well as having the opportunity to experience as much live theatre as possible.,33,content,23
27,This course is a new specification which brings...,29,content,9
27,Clear and coherent structure –,5,content,5
27,"The qualification has a straightforward structure with three components, one that focuses on devising, one that focuses on performing in a performance from a text and one that focuses on practical understanding of a performance text.",14,logistics,39
27,Practical focus – this new qualification focuses on the practical exploration of performance texts.,14,logistics,15
27,"The performance text that will be studied for the examination will require students to articulate how they would perform in certain roles, and direct and design for certain extracts, putting practical work at the heart of the qualification.",14,logistics,41
27,Assessment Component 1: Devising Coursework 40% of the qualification ● Create and develop a devised piece from stimulus (free choice for centre).,17,logistics,27
27,● Performance of this devised piece or design realisation for this performance.,14,logistics,13
27,● Analyse and evaluate the devising process and performance.,11,logistics,10
27,Assessment overview ● Internally assessed and externally moderated.,3,logistics,9
27,There are two parts to the assessment: 1) a portfolio covering the creating and developing process and analysis and evaluation of this process 2) a devised performance Component 2: Performance from Text Coursework 20% of the qualification ●,6,content,43
27,You will either perform in and/or design for two key extracts from a performance text.,15,logistics,18
27,Assessment overview ● AO2 is assessed.,2,logistics,7
27,Externally assessed by visiting examiner.,2,logistics,6
27,Component 3: Theatre Makers in Practice Written examination:,33,content,10
27,1 hour 45 minutes 40% of the qualification ● Practical exploration and study of one complete performance text ● Choice of eight performance texts ● Live theatre evaluation – free choice of production.,33,content,35
27,Assessment overview Section A: Bringing Texts to Life ●,9,logistics,10
27,This section consists of one question broken into five parts (short and extended responses) based on an unseen extract from the chosen performance text.,14,logistics,27
27,Section B: Live Theatre Evaluation ●,33,content,7
27,This section consists of two questions requiring students to analyse and evaluate a live theatre performance they have seen.,33,content,20
27,Why choose this subject?,8,content,5
27,You will enjoy this course if you want to study a subject that is both practical and creative.,21,transferrable,19
27, GCSE Drama follows on from drama work that you will have done already in Drama in Years 7-8.,0,content,22
27,You will develop your improvisation and acting skills to a higher level.,37,motivation,13
27,You will look at plays in more detail and look at different ways of bringing a script alive on stage.,42,content,21
27,You get to explore different themes and issues through empathising with different opinions and viewpoints.,20,transferrable,16
27,You will get the opportunity to go on some theatre trips to extend your learning.,40,content,16
27,What can you do next with this subject?,8,content,9
27,You may wish to study Drama and Theatre Arts in more depth at A Level or a Level 3 Diploma in Performing Arts.,10,logistics,24
27,The skills you learn through GCSE Drama are transferable to any industry as communication is a vital skill to develop for success in life.,0,content,25
28,What do you do?,4,content,5
28,"GCSE Drama consists of 3 Units; Devising Drama, Text Performance and Performance and Response.",0,content,17
28,Devising Drama focuses on responding to stimuli provided by the exam board and will lead to you creating an original piece of theatre and keeping a working portfolio of the process.,47,content,32
28,Text Performance will require you to perform two extracts from a published play.,14,logistics,14
28,"The final unit will focus on how to bring a play from page to stage, (how you will bring the play to life for an audience) as well as reviewing a play that you will watch live at the theatre.",33,content,44
28,Will it help me get a job?,13,content,8
28,Some people may be of the opinion that you don’t need drama for a particular job but it does relate to all of them!,43,motivation,26
28,"As well as learning about drama, students will also develop their personal and social skills.",48,motivation,17
28,This includes;  confidence  team working skills  presentation skills  communication skills  confidence  team working skills  presentation skills  communication skills,31,transferrable,27
28,These are all really desirable skills that an employer will look for in their employee.,30,motivation,16
28,It also looks really good on your CV which is the first point of contact when applying for jobs.,13,content,20
28,The above skills are essential in any job.,30,motivation,9
28,How will I be assessed?,1,logistics,6
28,You will explore a stimulus provided by the exam board.,2,logistics,11
28,You will work in groups to create your own devised drama based on your exploration.,44,transferrable,16
28,You will work as a performer creating a portfolio and a final performance.,6,content,14
28,Non- examined assessment 30% 20% Portfolio 10% Performance Presenting and Performing Texts,6,content,16
28,You will explore a text and perform two scenes to a Visiting Examiner.,12,logistics,14
28,You will work as a performer completing a pro forma and a final performance showcase.,37,motivation,16
28,Non- examined assessment 30% 20% Performance 10% Written pro-forma Drama: Performance and Response Section,34,content,19
28,A contains questions based on the study of a full text from a list set by the exam board.,17,logistics,20
28,Section B contains an extended response analysing and evaluating live theatre.,33,content,12
28,Written Exam 1½ hours 40% Progression,16,logistics,7
28,This course leads onto GCE Drama & Theatre Studies and/or BTEC Level 3 Acting.,10,logistics,17
28,"For more information please contact - Miss A Pickles, Mr C Hornsby & Miss R Venus",18,logistics,17
29,GCSE drama Component 1 devising (40% of the qualification),0,content,12
29,You will work in a group to create and develop a devised piece of theatre from a stimulus given to you by your teacher.,42,content,25
29,"For example, this could be a newspaper article, song, picture or poem.",6,content,16
29,"Assessment of this unit will take two forms, your performance of the piece to an audience and a portfolio which covers the creating and developing process as well your analysis and evaluation of the process.",6,content,37
29,The portfolio can either be a written document between 750 –,6,content,11
29,1000 words or a verbal presentation lasting between 8 – 10 minutes or a combination of the two.,12,logistics,19
29,Component 2 performance from text (20% of the qualification),15,logistics,12
29,"You will work in a group and develop, rehearse and perform two extracts from existing play texts which will be chosen by your teacher.",25,content,26
29,This unit will be assessed by a visiting examiner.,2,logistics,10
29,On the examination day you will perform your piece to an audience.,40,content,13
29,"You will gain marks for voice, movement, characterisation and communication within the performance.",37,motivation,16
29,Component 3 theatre makers in practice (40% of the qualification),41,content,13
29,You will study one complete play text chosen by the centre.,32,content,12
29,The exploration will take place through practical workshop sessions as well as theory based lessons.,13,content,16
29,As part of this unit you will also go and see a live theatre performance and evaluate this as an audience member.,33,content,23
29,"Again, you will work on this in workshop sessions in class.",13,content,13
29,The unit culminates in a written examination which is 1 hour and 30 minutes long.,12,logistics,16
29,In the examination you will answer six question on an extract from the set play text you have studied and two questions on the live performance you went to see.,33,content,31
29,You are allowed to take in 500 words of notes for the live evaluation section of the examination.,12,logistics,19
30,"Aim: The GCSE in Drama is an exciting, inspiring and practical course.",0,content,15
30,"The specification promotes involvement in and enjoyment of drama, as performers and/or designers.",46,content,17
30,"Additionally, it provides opportunities to attend live theatre performances and to develop skills as informed and thoughtful audience members.",40,content,21
30,"This GCSE in Drama will enable learners to apply knowledge and understanding when making, performing and responding to drama.",0,content,21
30,What will I learn?,4,content,5
30,The course has 3 Components:,27,logistics,6
30,Component 1 - Devising,14,logistics,4
30,"You participate in the creation, development and performance of a piece of devised theatre in response to a set stimulus based on either the work of a theatre practitioner or a genre.",42,content,34
30,You will then complete a written portfolio documenting the process and also an evaluation of your final performance.,6,content,19
30,Component 2 - Performing from a Text: You will participate in two performances from a performance text of your own choice.,15,logistics,23
30,This will then be performed to a visiting examiner.,2,logistics,10
30,Component 3 - Interpreting,9,logistics,4
30,"You will complete a written examination based on a set text studied and an evaluation of one live theatre production, seen during the course.",33,content,26
30,How will I learn?,4,content,5
30,"You will learn on the course through practical exploration of set texts and stimuli, along with chosen scripts.",20,transferrable,20
